pmid	triple_id	subject_name	subject_type	predicate	object_name	object_type	evidence_span	evidence_type	confidence	notes
35092428	T2	Wumei decoction	Food	increases_abundance_of	Allobaculum	Microbe	16S ribosomal DNA sequencing revealed that WMD regulated the dysbiosis of gut microbiota in CD45RBhighCD4+ T cell-reconstituted Rag1-/- mice, evidenced by an increase of Allobaculum and Bacteroides and a decrease of Ileibacterium.	animal	0.8	Genus Allobaculum mapped; Rag1-/- CD45RBhigh model
35092428	T3	Wumei decoction	Food	increases_abundance_of	Bacteroides	Microbe	16S ribosomal DNA sequencing revealed that WMD regulated the dysbiosis of gut microbiota in CD45RBhighCD4+ T cell-reconstituted Rag1-/- mice, evidenced by an increase of Allobaculum and Bacteroides and a decrease of Ileibacterium.	animal	0.8	Genus Bacteroides mapped; Rag1-/- CD45RBhigh model
35092428	T4	Wumei decoction	Food	decreases_abundance_of	Ileibacterium	Microbe	16S ribosomal DNA sequencing revealed that WMD regulated the dysbiosis of gut microbiota in CD45RBhighCD4+ T cell-reconstituted Rag1-/- mice, evidenced by an increase of Allobaculum and Bacteroides and a decrease of Ileibacterium.	animal	0.8	Genus Ileibacterium mapped; Rag1-/- CD45RBhigh model
39308210	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
40028263	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
39666007	T1	Faecalibacterium	Microbe	decreased_in	immunotherapy-related colitis	IBD_Outcome	The microbiota during the first 10 days of irC closely resembled inflammatory bowel disease microbiomes, with reduced diversity, increased Proteobacteria and Veillonella, and decreased Faecalibacterium	cohort	0.85	Observational cohort of 38 ICI-treated cancer patients; n=13 irC, n=25 irC-free. Direct observation of microbiota composition during irC, not inferred from intervention.
39666007	T2	Veillonella	Microbe	increased_in	immunotherapy-related colitis	IBD_Outcome	The microbiota during the first 10 days of irC closely resembled inflammatory bowel disease microbiomes, with reduced diversity, increased Proteobacteria and Veillonella, and decreased Faecalibacterium	cohort	0.85	Observational cohort of 38 ICI-treated cancer patients; n=13 irC, n=25 irC-free. Direct observation of microbiota composition during irC.
32383181	T1	Bifidobacterium	Microbe	decreased_in	autoimmune hepatitis	IBD_Outcome	a disease-specific decline of relative abundance of Bifidobacterium was observed in AIH patients	cohort	0.9	n=72 AIH vs 95 HC; disease-specific finding with P<0.001 for remission association
32383181	T2	Faecalibacterium	Microbe	decreased_in	autoimmune hepatitis	IBD_Outcome	Compared to HC, decreased relative abundance of anaerobic genera such as Faecalibacterium	cohort	0.85	n=72 AIH vs 95 HC; direct comparison showing decreased anaerobic genera
32383181	T3	Veillonella	Microbe	increased_in	autoimmune hepatitis	IBD_Outcome	an increase of Veillonella and the facultative anaerobic genera Streptococcus and Lactobacillus were detected	cohort	0.8	n=72 AIH vs 95 HC; single list with most emphasized taxa extracted
32383181	T4	Streptococcus	Microbe	increased_in	autoimmune hepatitis	IBD_Outcome	an increase of Veillonella and the facultative anaerobic genera Streptococcus and Lactobacillus were detected	cohort	0.8	n=72 AIH vs 95 HC; facultative anaerobic genus explicitly listed as increased
39378978	T1	honeysuckle MIR2911	Food	decreases_abundance_of	Escherichia-Shigella	Microbe	MIR2911 can be absorbed through the diet and secreted within host small extracellular vesicles (sEVs), acting directly on intestinal bacteria, reducing the abundance of Escherichia-Shigella	mechanistic	0.75	Plant-derived miRNA (MIR2911) from Honeysuckle mapped as Food; direct regulatory mechanism on gut bacteria
39378978	T2	honeysuckle MIR2911	Food	decreases_marker	colitis	IBD_Outcome	MIR2911 can be absorbed through the diet and secreted within host small extracellular vesicles (sEVs), acting directly on intestinal bacteria, reducing the abundance of Escherichia-Shigella, and improving colitis symptoms	mechanistic	0.75	MIR2911 improves colitis symptoms; mechanism involves reducing pathogenic bacteria
36349486	T1	heat-killed probiotics	Food	decreases_marker	colitis	IBD_Outcome	Oral administration of heat-killed probiotics to pregnant dams significantly decreased inflammation induced by dextran sodium sulfate in pups	animal	0.85	DSS colitis model in mouse pups; probiotics administered to pregnant dams during gestation
30781503	T1	corn oil	Food	increases_abundance_of	pathobiont	Microbe	The corn oil diet, rich in omega-6 polyunsaturated fatty acids, increased the potential for pathobiont survival and invasion in an inflamed, oxidized and damaged gut	animal	0.75	Mouse model with isocaloric high-fat diets; pathobiont is a functional category of harmful bacteria
39078158	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
42012987	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
33747075	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
39911710	T1	Bifidobacterium adolescentis AF91-08b2A	Microbe	decreased_in	inflammatory bowel disease	IBD_Outcome	The depletion of B. adolescentis in individuals with IBD suggested its significance for intestinal health	cohort	0.8	Cohort study observation of B. adolescentis depletion in IBD patients
37889750	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
41189314	T1	Prevotella	Microbe	increased_in	Crohn's disease	IBD_Outcome	Prevotella was associated with active disease	cohort	0.75	Observational association with active disease in IBD cohort; Prevotella emphasized as biomarker for active disease
41189314	T2	Fusobacterium	Microbe	increased_in	Crohn's disease	IBD_Outcome	Fusobacterium with active Crohn's disease	cohort	0.75	Observational association with active Crohn's disease; disease-specific biomarker
41189314	T3	Roseburia	Microbe	decreased_in	ulcerative colitis	IBD_Outcome	Roseburia with remission in ulcerative colitis	cohort	0.75	Inverse association: lower in active disease, associated with remission
37494554	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
38432562	T1	fiber	Food	decreases_marker	gastrointestinal inflammation	IBD_Outcome	Recent and habitual fiber intake was negatively correlated with fecal calprotectin concentrations (n = 295, P = 0.011, 0.009)	cohort	0.85	Cross-sectional observational cohort (n=358, 295 with stool samples); calprotectin is established GI inflammation marker
38432562	T2	soluble fiber	Food	decreases_marker	gastrointestinal inflammation	IBD_Outcome	Habitual soluble fiber intake was also negatively correlated with calprotectin (P = 0.01)	cohort	0.85	Soluble fiber subset; negative correlation with calprotectin
38432562	T3	legume	Food	decreases_marker	gastrointestinal inflammation	IBD_Outcome	Recent and habitual legume and vegetable intake was negatively correlated with calprotectin (P = 0.013, 0.026, 0.01, 0.009)	cohort	0.85	Legume intake negatively associated with calprotectin in healthy adults
38432562	T4	vegetable	Food	decreases_marker	gastrointestinal inflammation	IBD_Outcome	Recent and habitual legume and vegetable intake was negatively correlated with calprotectin (P = 0.013, 0.026, 0.01, 0.009)	cohort	0.85	Vegetable intake negatively associated with calprotectin in healthy adults
38432562	T5	high diet quality	Food	decreases_marker	gastrointestinal inflammation	IBD_Outcome	We observed an inverse correlation between recent Healthy Eating Index (HEI) scores and calprotectin concentrations (n = 295, P = 0.026)	cohort	0.85	Higher HEI scores (proxy for diet quality) inversely correlated with calprotectin
33396397	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
38828144	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
38397855	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
32010956	T1	fucose	Food	decreases_marker	intestinal inflammation	IBD_Outcome	Administration of exogenous-free fucose markedly alleviated the inflammatory response in colitis mice	animal	0.85	DSS chronic colitis mouse model; fucose administered as dietary compound
37314676	T1	Lactobacillus rhamnosus KBL2290	Food	decreases_marker	ulcerative colitis	IBD_Outcome	the DSS + L. rhamnosus KBL2290 group evidenced significant improvements in colitis symptoms, including restoration of body weight and colon length, and decreases in the disease activity and histological scores	animal	0.8	DSS-induced colitis mouse model; oral probiotic intervention
37314676	T2	Lactobacillus rhamnosus KBL2290	Food	increases_abundance_of	Akkermansia	Microbe	The relative abundances of genera Akkermansia, Lactococcus, Bilophila, and Prevotella increased significantly	animal	0.8	DSS mouse model; most emphasized genus from multi-genus list
37314676	T3	Lactobacillus rhamnosus KBL2290	Food	increases_abundance_of	Prevotella	Microbe	The relative abundances of genera Akkermansia, Lactococcus, Bilophila, and Prevotella increased significantly	animal	0.8	DSS mouse model; clinically relevant genus from intervention effect
31526845	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
36094114	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
33440171	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
39279751	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
39422746	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
37330142	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
32648873	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
31688306	T1	herbal preparation of myrrh, chamomile flowers, and coffee charcoal	Food	increases_marker	ulcerative colitis	IBD_Outcome	Patients who received the herbal preparation did not show a significant decline of total short-chain fatty acids in the event of a flare	rct	0.85	RCT; herbal preparation maintains short-chain fatty acids during UC flare compared to mesalamine
39693490	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
40741688	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
41064255	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
40169054	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
36139880	T1	Periplaneta americana extract	Food	decreases_marker	oxidative stress	IBD_Outcome	PAE pretreatment could significantly reduce oxidative stress in the intestine and liver by reducing the production of MDA, and improved antioxidant systems (SOD, CAT, GSH, and T-AOC)	animal	0.8	Diquat-induced C57BL/6 mice oxidative stress model
36139880	T2	Periplaneta americana extract	Food	increases_abundance_of	Akkermansia muciniphila	Microbe	PAE pretreatment responded to diquat-induced damage by greatly increasing the abundance of Akkermansia muciniphila	animal	0.85	16S rRNA sequencing analysis in diquat-induced mice
39339798	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
31745030	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
30716372	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
40665935	T1	Klebsiella	Microbe	increased_in	Crohn's disease	IBD_Outcome	At the ileal and colonic side of the anastomosis, a significantly higher abundance of Klebsiella was associated with IAUs	cohort	0.8	27 CD patients with isolated anastomotic ulcers (IAU) vs 33 without IAUs; prospective multicenter cohort
37339324	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
26333887	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
28945937	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
39203856	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
39210803	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
38428395	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
41495023	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
41004066	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
33396382	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
39407743	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
38073022	T1	Tieguanyin oolong tea polysaccharides	Food	decreases_marker	inflammatory bowel disease	IBD_Outcome	The administration of CTPS significantly alleviated IBD in the mouse model	animal	0.8	DSS-induced colitis mouse model; botanical polysaccharide extract mapped as Food
38073022	T2	Tieguanyin oolong tea polysaccharides	Food	decreases_abundance_of	Helicobacter	Microbe	reversing the increase in pathogenic Helicobacter	animal	0.8	DSS mouse model; pathogenic genus
38073022	T3	Tieguanyin oolong tea polysaccharides	Food	increases_abundance_of	Akkermansia	Microbe	enhancing the relative abundances of beneficial bacteria such as Akkermansia, Lachnospiraceae, and Odoribacter	animal	0.8	Most emphasized beneficial genus in list
38073022	T4	Tieguanyin oolong tea polysaccharides	Food	increases_abundance_of	Lachnospiraceae	Microbe	enhancing the relative abundances of beneficial bacteria such as Akkermansia, Lachnospiraceae, and Odoribacter	animal	0.8	Beneficial family with metabolic relevance to SCFA production
38073022	T5	Tieguanyin oolong tea polysaccharides	Food	increases_marker	inflammatory bowel disease	IBD_Outcome	by increasing the levels of short-chain fatty acids	animal	0.75	SCFA elevation as proxy for metabolic improvement in colitis
40388219	T1	fermented soluble dietary fiber from tea residues	Food	decreases_marker	ulcerative colitis	IBD_Outcome	FSDF is more effective in reversing weight loss, colon shortening, and tissue damage. Meanwhile, it has a better regulatory effect on the level of inflammatory factors (IL-6, IL-1β, TNF-α, and IL-10)	animal	0.8	DSS-induced ulcerative colitis model; fermented SDF prepared by E. cristatum from tea residues
40388219	T2	fermented soluble dietary fiber from tea residues	Food	increases_abundance_of	Akkermansia	Microbe	FSDF treatment more effectively restored gut microbiota composition toward normal parameters compared to USDF by upregulating Akkermanisa and Lachospiracae_NK4A136_group	animal	0.8	DSS-induced UC model; genus Akkermansia (misspelled as Akkermanisa in text)
40388219	T3	fermented soluble dietary fiber from tea residues	Food	decreases_abundance_of	Helicobacter	Microbe	FSDF treatment more effectively restored gut microbiota composition toward normal parameters compared to USDF by upregulating Akkermanisa and Lachospiracae_NK4A136_group and downregulating Helicobacter and Alisitipes	animal	0.8	DSS-induced UC model; genus Helicobacter
36276817	T1	Aurantii Fructus immaturus flavonoid extract	Food	decreases_marker	ulcerative colitis	IBD_Outcome	AFI significantly alleviated DSS-induced colitis symptoms, including disease activity index (DAI), and colon pathological damage. The levels of IL-6, IL-1β and TNF-α in serum and colon tissue were significantly decreased.	animal	0.8	DSS mouse colitis model; botanical flavonoid extract (8% neohesperidin, 10% naringin)
36276817	T2	Aurantii Fructus immaturus flavonoid extract	Food	increases_abundance_of	Bacteroidota	Microbe	The relative abundance of Bacteroidota was increased, and the relative abundance of Firmicutes was decreased.	animal	0.8	DSS mouse model; phylum-level observation
36276817	T3	Aurantii Fructus immaturus flavonoid extract	Food	decreases_abundance_of	Firmicutes	Microbe	The relative abundance of Bacteroidota was increased, and the relative abundance of Firmicutes was decreased.	animal	0.8	DSS mouse model; phylum-level observation
36276817	T4	Aurantii Fructus immaturus flavonoid extract	Food	contains	neohesperidin	Bioactive	Aurantii Fructus immaturus flavonoid extract (AFI, 8% neohesperidin, 10% naringin)	mechanistic	0.9	Composition explicitly stated
36276817	T5	Aurantii Fructus immaturus flavonoid extract	Food	contains	naringin	Bioactive	Aurantii Fructus immaturus flavonoid extract (AFI, 8% neohesperidin, 10% naringin)	mechanistic	0.9	Composition explicitly stated
39427081	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
40431220	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
